code,name,tossd_only,in_published_data
41101,Convention to Combat Desertification ,True,True
41102,Desert Locust Control Organisation for Eastern Africa ,True,True
41103,Economic Commission for Africa ,True,True
41104,Economic Commission for Latin America and the Caribbean,True,True
41105,Economic and Social Commission for Western Asia,True,True
41106,Economic and Social Commission for Asia and the Pacific ,True,True
41107,International Atomic Energy Agency (Contributions to Technical Cooperation Fund Only),True,True
41108,International Fund for Agricultural Development ,True,False
41109,International Research and Training Institute for the Advancement of Women ,False,False
41110,Joint United Nations Programme on HIV/AIDS ,True,True
41111,United Nations Capital Development Fund ,True,True
41112,United Nations Conference on Trade and Development ,True,True
41114,United Nations Development Programme ,True,True
41116,United Nations Environment Programme ,True,True
41119,United Nations Population Fund ,True,True
41120,United Nations Human Settlement Programme ,True,True
41121,United Nations Office of the High Commissioner for Refugees,True,True
41122,United Nations Children’s Fund ,True,True
41123,United Nations Industrial Development Organisation ,True,True
41124,United Nations Development Fund for Women ,False,False
41125,United Nations Institute for Training and Research ,True,True
41126,United Nations Mine Action Service ,True,True
41127,United Nations Office of Co-ordination of Humanitarian Affairs ,True,True
41128,United Nations Office on Drugs and Crime ,True,True
41129,United Nations Research Institute for Social Development ,True,True
41130,United Nations Relief and Works Agency for Palestine Refugees in the Near East,True,True
41131,United Nations System Staff College ,True,True
41132,United Nations System Standing Committee on Nutrition ,False,False
41133,United Nations Special Initiative on Africa ,True,False
41134,United Nations University (including Endowment Fund) ,True,True
41135,United Nations Volunteers ,True,True
41136,United Nations Voluntary Fund on Disability ,True,True
41137,United Nations Voluntary Fund for Technical Co-operation in the Field of Human Rights,True,True
41138,United Nations Voluntary Fund for Victims of Torture ,True,True
41140,World Food Programme ,True,True
41141,United Nations Peacebuilding Fund,True,True
41142,United Nations Democracy Fund,True,True
41143,World Health Organisation - core voluntary contributions account,True,True
41144,International Labour Organisation - Regular Budget Supplementary Account,True,True
41145,International Maritime Organization - Technical Co-operation Fund,True,True
41146,United Nations Entity for Gender Equality and the Empowerment of Women,True,True
41147,Central Emergency Response Fund,True,True
41148,"United Nations Department of Political and Peacebuilding Affairs, Trust Fund in Support of Political Affairs",True,True
41149,United Nations Development Coordination Office,True,True
41150,United Nations Institute for Disarmament Research,True,True
41151,International Agency for Research on Cancer,True,True
41200,UN entities (core contributions reportable in TOSSD only),True,True
41201,Comprehensive Nuclear Test Ban Treaty Organization,True,True
41202,International Civil Aviation Organization,True,True
41203,International Criminal Court,True,True
41204,International Residual Mechanism for Criminal Tribunals,True,True
41205,International Seabed Authority,True,True
41206,International Tribunal for the Law of the Sea,True,True
41207,Organization for the Prohibition of Chemical Weapons,True,True
41208,Department of Economic and Social Affairs,True,True
41209,Department of General Assembly and Conference Management,True,False
41210,Department of Global Communications,True,True
41211,"Department of Management Strategy, Policy and Compliance, including UNOG, UNOV and UNON",True,False
41212,Department of Operational Support,True,False
41213,Department of Safety and Security,True,True
41214,Office of Counter-Terrorism,True,True
41215,United Nations Interregional Crime and Justice Research Institute,True,True
41216,International Maritime Organization,True,True
41217,World Trade Organisation,True,True
41300,Other UN (Core Contributions Reportable in Part),False,True
41301,Food and Agricultural Organisation,True,True
41302,International Labour Organisation - Assessed Contributions,True,True
41303,International Telecommunications Union,True,True
41304,"United Nations Educational, Scientific and Cultural Organisation",True,True
41305,United Nations,True,True
41306,Universal Postal Union ,True,True
41307,World Health Organisation - assessed contributions,True,True
41308,World Intellectual Property Organisation ,True,True
41309,World Meteorological Organisation ,True,True
41310,United Nations Department of Peace Operations - UN peacekeeping operations,True,True
41311,United Nations Peacebuilding Fund (Window One:  Flexible Contributions Only),False,True
41312,International Atomic Energy Agency - assessed contributions,True,True
41313,United Nations High Commissioner for Human Rights (extrabudgetary contributions only),True,True
41314,United Nations Economic Commission for Europe (extrabudgetary contributions only),True,True
41315,United Nations Office for Disaster Risk Reduction,True,True
41316,United Nations Framework Convention on Climate Change ,True,True
41317,Green Climate Fund,True,True
41318,Global Mechanism,True,True
41319,World Tourism Organization,True,True
41320,Technology Bank for Least Developed Countries,True,True
41321,World Health Organisation - Strategic Preparedness and Response Plan,True,True
41400,UN inter-agency pooled funds,False,True
41401,UN-Multi Partner Trust Fund Office,True,False
41402,Joint Sustainable Development Goals Fund,True,True
41403,COVID-19 Response and Recovery Multi-Partner Trust Fund,True,False
41500,UN single-agency thematic funds,False,True
41501,United Nations Reducing Emissions from Deforestation and Forest Degradation,True,True
41502,United Nations Office for Project Services,False,True
41503,UN-led Country-based Pooled Funds,True,True
41600,Existing UN channels not included in Standard I - UN entity- of the UN Data Cube reporting framework,False,True
41601,United Nations Office for Disarmament Affairs,True,True
41700,"UN entities, non-core contributions",True,True
41701,International Labour Organisation - non-core,True,True
41702,World Health Organisation - non-core,True,True
42000,European Union Institutions,False,True
42001,European Commission - Development Share of Budget,True,True
42003,European Commission - European Development Fund,True,False
42004,European Investment Bank ,True,True
42005,Facility for Euro-Mediterranean Investment and Partnership Trust Fund,False,False
43000,International Monetary Fund (IMF),False,True
43001,International Monetary Fund - Poverty Reduction and Growth Trust ,True,True
43002,"International Monetary Fund - Poverty Reduction and Growth - Heavily Indebted Poor Countries Debt Relief Initiative Trust Fund [includes HIPC, Extended Credit Facility (ECF), and ECF-HIPC sub-accounts] ",True,True
43003,International Monetary Fund - Subsidization of Emergency Post Conflict Assistance/Emergency Assistance for Natural Disasters for PRGT-eligible members,True,True
43004,International Monetary Fund - Poverty Reduction and Growth - Multilateral Debt Relief Initiative Trust,False,True
43005,International Monetary Fund - Post-Catastrophe Debt Relief Trust,True,False
43006,Catastrophe Containment and Relief Trust,True,True
43007,IMF’s Resilience and Sustainability Trust,True,True
44000,World Bank Group (WB),False,True
44001,International Bank for Reconstruction and Development ,True,True
44002,International Development Association ,True,True
44003,International Development Association - Heavily Indebted Poor Countries Debt Initiative Trust Fund ,True,False
44004,International Finance Corporation ,True,True
44005,Multilateral Investment Guarantee Agency ,True,True
44006,Advance Market Commitments,True,True
44007,International Development Association - Multilateral Debt Relief Initiative,True,True
44008,Partnership for Market Implementation,True,True
45001,World Trade Organisation - International Trade Centre ,True,True
45002,World Trade Organisation - Advisory Centre on WTO Law,True,True
45003,World Trade Organisation Global Trust Fund ,True,True
46000,Regional Development Banks,False,True
46002,African Development Bank,True,True
46003,African Development Fund ,True,False
46004,Asian Development Bank,True,True
46005,Asian Development Fund ,True,False
46006,Black Sea Trade and Development Bank,True,True
46007,Central American Bank for Economic Integration ,True,True
46008,Development Bank of Latin America,True,True
46009,Caribbean Development Bank ,True,True
46012,"Inter-American Development Bank, Inter-American Investment Corporation and Multilateral Investment Fund ",True,True
46013,"Inter-American Development Bank, Fund for Special Operations ",True,True
46015,European Bank for Reconstruction and Development,True,True
46016,European Bank for Reconstruction and Development - technical co-operation and special funds (ODA-eligible countries only),True,True
46017,European Bank for Reconstruction and Development - technical co-operation and special funds (all EBRD countries of operations),True,True
46018,European Bank for Reconstruction and Development - Early Transition Countries Fund,True,True
46019,European Bank for Reconstruction and Development - Western Balkans Joint Trust Fund,True,True
46020,Central African States Development Bank,True,True
46021,West African Development Bank,True,True
46022,African Export Import Bank,True,True
46023,Eastern and Southern African Trade and Development Bank,True,True
46024,Council of Europe Development Bank,True,True
46025,Islamic Development Bank,True,True
46026,Asian Infrastructure Investment Bank,True,True
46027,Financial Fund for the Development of the River Plate Basin,True,True
46028,New Development Bank,True,False
47000,Other multilateral institutions,False,True
47001,African Capacity Building Foundation ,True,True
47002,Asian Productivity Organisation ,True,True
47003,Association of South East Asian Nations: Economic Co-operation ,True,True
47004,ASEAN Cultural Fund,False,False
47005,African Union,True,True
47008,World Vegetable Centre,False,True
47009,African and Malagasy Council for Higher Education ,True,False
47010,Commonwealth Agency for Public Administration and Management ,False,False
47011,Caribbean Community Secretariat ,True,True
47012,Caribbean Epidemiology Centre ,False,True
47013,Commonwealth Foundation ,True,True
47014,Commonwealth Fund for Technical Co-operation ,False,False
47015,CGIAR Fund,True,True
47016,Commonwealth Institute,False,False
47017,International Centre for Tropical Agriculture ,False,True
47018,Centre for International Forestry Research ,False,True
47019,International Centre for Advanced Mediterranean Agronomic Studies ,True,True
47020,International Maize and Wheat Improvement Centre ,False,True
47021,International Potato Centre ,False,True
47022,Convention on International Trade in Endangered Species of Wild Flora and Fauna,True,True
47023,Commonwealth Legal Advisory Service ,False,False
47024,Commonwealth Media Development Fund ,False,False
47025,Commonwealth of Learning ,True,True
47026,Community of Portuguese Speaking Countries ,True,True
47027,Colombo Plan,True,True
47028,Commonwealth Partnership for Technical Management ,False,True
47029,Sahel and West Africa Club ,True,True
47030,Commonwealth Scientific Council,False,False
47031,Commonwealth Small States Office ,False,False
47032,Commonwealth Trade and Investment Access Facility,False,False
47033,Commonwealth Youth Programme ,False,False
47034,Economic Community of West African States ,True,True
47035,Environmental Development Action in the Third World ,False,True
47036,European and Mediterranean Plant Protection Organisation ,True,True
47037,Eastern-Regional Organisation of Public Administration ,True,False
47038,INTERPOL Fund for Aid and Technical Assistance to Developing Countries ,False,False
47040,Forum Fisheries Agency ,True,True
47041,Food and Fertilizer Technology Centre ,False,True
47042,Foundation for International Training ,False,False
47043,Global Crop Diversity Trust ,False,True
47044,Global Environment Facility Trust Fund,True,True
47045,"Global Fund to Fight AIDS, Tuberculosis and Malaria ",True,True
47046,International Organisation of the Francophonie,True,True
47047,International African Institute ,False,True
47048,Inter-American Indian Institute ,False,False
47049,International Bureau of Education - International Educational Reporting System (IERS),False,False
47050,International Cotton Advisory Committee ,True,True
47051,International Centre for Agricultural Research in Dry Areas ,False,True
47053,"International Centre for Diarrhoeal Disease Research, Bangladesh",False,True
47054,International Centre of Insect Physiology and Ecology ,False,True
47055,International Centre for Development Oriented Research in Agriculture ,False,True
47056,World AgroForestry Centre,False,True
47057,International Crop Research for Semi-Arid Tropics ,False,True
47058,International Institute for Democracy and Electoral Assistance ,True,True
47059,International Development Law Organisation ,True,True
47060,International Institute for Cotton ,False,False
47061,Inter-American Institute for Co-operation on Agriculture ,True,True
47062,International Institute of Tropical Agriculture ,False,True
47063,International Livestock Research Institute ,False,True
47064,International Network for Bamboo and Rattan ,True,True
47065,Intergovernmental Oceanographic Commission ,True,True
47066,International Organisation for Migration ,True,True
47067,Intergovernmental Panel on Climate Change ,True,True
47068,Asia-Pacific Fishery Commission,True,False
47069,Bioversity International,False,True
47070,International Rice Research Institute ,False,True
47071,International Seed Testing Association ,False,True
47073,International Tropical Timber Organisation ,True,True
47074,International Vaccine Institute ,True,True
47075,International Water Management Institute ,False,True
47076,Justice Studies Centre of the Americas ,True,True
47077,Mekong River Commission ,True,True
47078,Multilateral Fund for the Implementation of the Montreal Protocol ,True,True
47079,Organisation of American States ,True,True
47080,Organisation for Economic Co-operation and Development,True,True
47081,OECD Development Centre ,True,True
47082,Organisation of Eastern Caribbean States ,True,True
47083,Pan-American Health Organisation ,True,True
47084,Pan-American Institute of Geography and History ,True,True
47085,Pan-American Railway Congress Association ,False,False
47086,Private Infrastructure Development Group ,True,True
47087,Pacific Islands Forum Secretariat ,True,True
47088,Relief Net ,False,False
47089,Southern African Development Community ,True,True
47090,Southern African Transport and Communications Commission,False,False
47091,(Colombo Plan) Special Commonwealth African Assistance Programme ,False,False
47092,South East Asian Fisheries Development Centre ,True,True
47093,South East Asian Ministers of Education ,True,True
47094,South Pacific Applied Geoscience Commission ,False,False
47095,Educational Quality and Assessment Programme,True,False
47096,Secretariat of the Pacific Community ,True,True
47097,Pacific Regional Environment Programme ,True,True
47098,Unrepresented Nations and Peoples’ Organisation ,True,False
47099,University of the South Pacific ,False,True
47100,West African Monetary Union ,True,True
47101,Africa Rice Centre,False,True
47102,World Customs Organisation Fellowship Programme ,False,False
47103,World Maritime University ,False,True
47104,WorldFish Centre,False,True
47105,Common Fund for Commodities ,True,True
47106,Geneva Centre for the Democratic Control of Armed Forces,True,True
47107,International Finance Facility for Immunisation,True,True
47108,Multi-Country Demobilisation and Reintegration Program,False,False
47109,Asia-Pacific Economic Cooperation Support Fund,True,True
47110,Organisation of the Black Sea Economic Cooperation,True,True
47111,Adaptation Fund,True,True
47112,Central European Initiative - Special Fund for Climate and Environmental Protection,True,True
47113,Economic and Monetary Community of Central Africa ,True,True
47114,Asian Forest Cooperation Organisation,True,True
47116,Enhanced Integrated Framework for Trade-Related Technical Assistance to Least Developed Countries,True,True
47117,New Partnership for Africa's Development,True,True
47118,Regional Organisation for the Strengthening of Supreme Audit Institutions of Francophone Sub-Saharan Countries,True,False
47119,Sahara and Sahel Observatory,True,True
47120,South Asian Association for Regional Cooperation ,True,False
47121,United Cities and Local Governments of Africa,True,True
47122,Global Alliance for Vaccines and Immunization ,True,True
47123,Geneva International Centre for Humanitarian Demining ,True,True
47124,International Anti-Corruption Academy,True,True
47125,International Centre for Genetic Engineering and Biotechnology,True,True
47127,Latin-American Energy Organisation,True,True
47128,Nordic Development Fund,True,True
47129,Global Environment Facility - Least Developed Countries Fund,True,True
47130,Global Environment Facility - Special Climate Change Fund,True,True
47131,Organization for Security and Co-operation in Europe,True,True
47132,Commonwealth Secretariat,True,True
47134,Clean Technology Fund,True,True
47135,Strategic Climate Fund,True,True
47136,Global Green Growth Institute,True,True
47137,African Risk Capacity Group,True,True
47138,Council of Europe,True,True
47139,World Customs Organization Customs Co-operation Fund,True,True
47140,"Organisation of Ibero-American States for Education, Science and Culture",True,True
47141,African Tax Administration Forum,True,True
47142,OPEC Fund for International Development,True,False
47143,Global Community Engagement and Resilience Fund,True,True
47144,International Renewable Energy Agency,True,True
47145,Center of Excellence in Finance,True,True
47146,International Investment Bank,True,False
47147,International Finance Facility for Education,True,True
47148,World Organisation for Animal Health,True,True
47149,International Commission on Missing Persons,True,True
47150,Secretaría General Iberoamericana,True,True
47151,Arab Bank for Economic Development in Africa,True,False
47152,Arab Fund for Economic and Social Development,True,False
47153,IFAD Core additional climate contributions,True,False
47400,European Space Agency (ESA) programme 'Space in support of International Development Aid',True,True
47501,Global Partnership for Education,True,True
47502,Global Fund for Disaster Risk Reduction,True,True
47503,Global Agriculture and Food Security Program,True,True
47504,Forest Carbon Partnership Facility ,True,True
47701,Global Environment Facility - Global biodiversity framework fund,True,False
47702,Cali Fund For the Fair and Equitable Sharing of Benefits from the use of Digital Sequence Information on Genetic Resources (DSI),True,False
47703,Kunming Biodiversity Fund,True,False
47704,SESRIC,True,True
47705,Interpol,True,True
47706,Eurasian Fund for Stabilization and Development,True,False
47707,Arab Monetary Fund,True,False
47708,Andean Community,True,False
47709,Community of Latin American and Caribbean States,True,False
47710,Pacific Alliance,True,False
47711,Southern Common Market,True,False
47712,Antarctic Treaty Secretariat,True,False
51000,"University, college or other teaching institution, research institute or think-tank",False,True
51001,International Food Policy Research Institute,False,True
60000,Private Sector Institutions,False,True
61000,Private sector in provider country,False,True
61001,Banks (in provider country) (deposit taking corporations),False,True
61002,Private exporter in provider country,False,False
61003,Investment funds and other collective investment institutions (in provider country),False,True
61004,"Holding companies, trusts and Special Purpose Vehicles (in provider country)",False,True
61005,Insurance Corporations (in provider country),False,True
61006,Pension Funds (in provider country),False,True
61007,Other financial corporations (in provider country),False,True
61008,Exporters (in provider country),False,True
61009,Other non-financial corporations (in provider country),False,True
61010,Retail investors (in provider country),False,True
62000,Private sector in recipient country,False,True
62001,Banks (in recipient country) (deposit taking corporations except Micro Finance Institutions),False,True
62002,Micro Finance Institutions (in recipient country) (deposit and non-deposit),False,True
62003,Investment funds and other collective investment institutions (in recipient country),False,True
62004,"Holding companies, trusts and Special Purpose Vehicles (in recipient country)",False,True
62005,Insurance Corporations (in recipient country),False,True
62006,Pension Funds (in recipient country),False,True
62007,Other financial corporations (in recipient country),False,True
62008,Importers/Exporters,False,True
62009,Other non-financial corporations (in recipient country),False,True
62010,Retail investors (in recipient country),False,True
63000,Private sector in third country,False,True
63001,Banks (in third country) (deposit taking corporations except Micro Finance Institutions),False,True
63002,Micro Finance Institutions (in third country) (deposit and non-deposit),False,True
63003,Investment funds and other collective investment institutions (in third country),False,True
63004,"Holding companies, trusts and Special Purpose Vehicles (in third country)",False,True
63005,Insurance Corporations (in third country),False,True
63006,Pension Funds (in third country),False,False
63007,Other financial corporations (in third country),False,True
63008,Exporters (in third country),False,False
63009,Other non-financial corporations (in third country),False,True
63010,Retail investors (in third country),False,False
90000,Other,False,True
